r100014,r397114
r244615,r956284
r244638,r955607
r244643,r292215
r244643,r733617
r244695,r310855
r244695,r404660
r244695,r642738
r244695,r821816
r244767,r605081
r244774,r255844
r244774,r343556
r244774,r380570
r244774,r421195
r244774,r618324
r244774,r757087
r244774,r823392
r244788,r624404
r244858,r888221
r244858,r917741
r244858,r942902
r244858,r988847
r244880,r731378
r244887,r134476
r244887,r420939
r244887,r648835
r244909,r336727
r244942,r498065
r244942,r715124
r244978,r237707
r245030,r516732
r245145,r464366
r245145,r729459
r245188,r113605
r245303,r540119
r245303,r666927
r245363,r100363
r245363,r905859
r245365,r423081
r245365,r843486
r245365,r857367
r245366,r189783
r245378,r212363
r245378,r818879
r245398,r143251
r245452,r239597
r245452,r889297
r245473,r940083
r245484,r237707
r245484,r415041
r245484,r749650
r245484,r938254
r245530,r558410
r245561,r273296
r245561,r720981
r245579,r521741
r245596,r594890
r245656,r846697
r245733,r692903
r245756,r642217
r245782,r799179
r245805,r253789
r245805,r262485
r245805,r435971
r245867,r720295
r245878,r321735
r245878,r349924
r245878,r809251
r245878,r852597
r245883,r293745
r245883,r480616
r245901,r337998
r245901,r380158
r246014,r101489
r246020,r284075
r246047,r490795
r246047,r877272
r246054,r162960
r246151,r217481
r246151,r820552
r246151,r883546
r246155,r974816
r246287,r468889
r246288,r198830
r246371,r193990
r246371,r320250
r246371,r435727
r246371,r619439
r246403,r198360
r246403,r367780
r246418,r559279
r246452,r155588
r246452,r712919
r246452,r935929
r246452,r992513
r246523,r700771
r246542,r832677
r246605,r769704
r246626,r411872
r246626,r441775
r246678,r135413
r246678,r176617
r246678,r700372
r246682,r136743
r246755,r567056
r246755,r972076
r246763,r958210
r246765,r454462
r246765,r970918
r246779,r158508
r246779,r698656
r246788,r343004
r246798,r174847
r246798,r183991
r246798,r656487
r246798,r834876
r246988,r739427
r247006,r313681
r247006,r368690
r247009,r129387
r247024,r532295
r247025,r334302
r247025,r432461
r247087,r640251
r247104,r446977
r247104,r540694
r247158,r385680
r247159,r335460
r247191,r162507
r247217,r884659
r247238,r442014
r247238,r447772
r247238,r454967
r247243,r180553
r247243,r443851
r247243,r558438
r247254,r621751
r247266,r106989
r247320,r748637
r247446,r382026
r247551,r254527
r247570,r999884
r247578,r413843
r247578,r929529
r247614,r333748
r247654,r684921
r247721,r271159
r247721,r350566
r247782,r810389
r247782,r981715
r247784,r305365
r247797,r936145
r247813,r435727
r247942,r383336
r247996,r479174
r248004,r457220
r248020,r939358
r248044,r170621
r248142,r749605
r248158,r841767
r248242,r183975
r248311,r112159
r248348,r901964
r248429,r288882
r248501,r448557
r248550,r156390
r248550,r266958
r248550,r343623
r248550,r344121
r248550,r807267
r248550,r927630
r248557,r462088
r248558,r456376
r248575,r900016
r248575,r938526
r248591,r685468
r248597,r377571
r248597,r443187
r248597,r585920
r248597,r668783
r248597,r966576
r248622,r110530
r248634,r542273
r248643,r771539
r248643,r959729
r248735,r731901
r248854,r937706
r248946,r361935
r248957,r792897
r248965,r246266
r248969,r217690
r248969,r616525
r248969,r877339
r249014,r598638
r249063,r109821
r249063,r584402
r249163,r101516
r249164,r419948
r249325,r151337
r249366,r853639
r249372,r438736
r249380,r322250
r249380,r527374
r249380,r884629
r249397,r608750
r249398,r803381
r249437,r137635
r249467,r133521
r249467,r908444
r249467,r968474
r249487,r339717
r249534,r559411
r249578,r446607
r249578,r603215
r249587,r250339
r249635,r858146
r249657,r174381
r249657,r183803
r249657,r413843
r249657,r614174
r249657,r670361
r249657,r755306
r249657,r868174
r249698,r208948
r249698,r413784
r249698,r447213
r249711,r702609
r249711,r842193
r249719,r224064
r249741,r545114
r249754,r125582
r249754,r326287
r249754,r440797
r249754,r517873
r249754,r585194
r249754,r778702
r249754,r880975
r249754,r999819
r249757,r995647
r249825,r946876
r249893,r874870
r249893,r947473
r249949,r877439
r249961,r702341
r250040,r675438
r250049,r638223
r250111,r440865
r250117,r504106
r250318,r219672
r250329,r799699
r250329,r838889
r250363,r902387
r250368,r817344
r250377,r364087
r250394,r656544
r250394,r938197
r250434,r295725
r250434,r812098
r250438,r138024
r250438,r682730
r250444,r282325
r250444,r333977
r250444,r483961
r250599,r460302
r250672,r165982
r250765,r188180
r250765,r233771
r250765,r283924
r250765,r300275
r250765,r646776
r250765,r809765
r250770,r359979
r250770,r794275
r250912,r530776
r250912,r854599
r250987,r181315
r250987,r741259
r250993,r973773
r251042,r182923
r251088,r947922
r251193,r882682
r251258,r278400
r251258,r768116
r251263,r877306
r251342,r126950
r251342,r374721
r251342,r452489
r251347,r229672
r251378,r321735
r251378,r440244
r251383,r201540
r251383,r258584
r251383,r851164
r251383,r938995
r251429,r811021
r251464,r110353
r251545,r442489
r251553,r777653
r251561,r678739
r251565,r660520
r251569,r884629
r251569,r979820
r251577,r632914
r251577,r809781
r251626,r380809
r251626,r775052
r251639,r837434
r251668,r452751
r251668,r589207
r251668,r890754
r251690,r890386
r251728,r516631
r251728,r608136
r251728,r614953
r251728,r933361
r251825,r873890
r251829,r765960
r251842,r514426
r251842,r667289
r251849,r611247
r251870,r425274
r251870,r767934
r251870,r787777
r252022,r127846
r252022,r249877
r252060,r182655
r252060,r255202
r252060,r783854
r252124,r550562
r252127,r537647
r252130,r489053
r252130,r951755
r252139,r355286
r252289,r110404
r252289,r273725
r252289,r298082
r252289,r358004
r252289,r408242
r252289,r686021
r252326,r803456
r252379,r802542
r252390,r292996
r252390,r496878
r252390,r727182
r252390,r960801
r252402,r133031
r252402,r404011
r252402,r613282
r252402,r899516
r252402,r994952
r252439,r134350
r252441,r142433
r252461,r730413
r252486,r738520
r252492,r505593
r252492,r825529
r252492,r930888
r252528,r502934
r252538,r108091
r252549,r117820
r252549,r624548
r252597,r542511
r252597,r965451
r252602,r336727
r252615,r209779
r252690,r463352
r252690,r679992
r252728,r720624
r252756,r223277
r252786,r121176
r252786,r677745
r252786,r858756
r252789,r149008
r252849,r530614
r252871,r585002
r252955,r283338
r253016,r137230
r253029,r921139
r253036,r530624
r253036,r712656
r253053,r194020
r253081,r619484
r253097,r501615
r253097,r609636
r253103,r365140
r253103,r680385
r253103,r933546
r253110,r805091
r253116,r520437
r253116,r775724
r253118,r209399
r253118,r865955
r253122,r679992
r253122,r807647
r253122,r817144
r253122,r965887
r253196,r175176
r253196,r175603
r253196,r215073
r253196,r548682
r253196,r556906
r253196,r709014
r253214,r117688
r253214,r146217
r253233,r131069
r253245,r875830
r253260,r334115
r253270,r334875
r253270,r810281
r253273,r638150
r253273,r841982
r253345,r121176
r253345,r333362
r253345,r637927
r253371,r161762
r253371,r651197
r253459,r518066
r253459,r847687
r253474,r125404
r253474,r842186
r253493,r110101
r253493,r555779
r253524,r165749
r253524,r340814
r253552,r704782
r253585,r708594
r253699,r218706
r253702,r807749
r253761,r440284
r253793,r375161
r253793,r471319
r253793,r614953
r253793,r629247
r253793,r661657
r253793,r774144
r253793,r785555
r253856,r288944
r253887,r535892
r253921,r157597
r253921,r873257
r253977,r677701
r253991,r425295
r253999,r334546
r254024,r521648
r254024,r825532
r254029,r703962
r254029,r942790
r254047,r281529
r254059,r384872
r254105,r611340
r254176,r847984
r254198,r162416
r254198,r271137
r254291,r793169
r254370,r111446
r254402,r780541
r254441,r966104
r254442,r207597
r254462,r118660
r254462,r422015
r254462,r631139
r254462,r771488
r254518,r539412
r254605,r600914
r254653,r140375
r254653,r835993
r254659,r784864
r254665,r457909
r254665,r844243
r254690,r174381
r254690,r306242
r254690,r332198
r254690,r353103
r254690,r472298
r254690,r614174
r254690,r670361
r254690,r728608
r254690,r755306
r254690,r911637
r254690,r921400
r254709,r625124
r254709,r653198
r254709,r747102
r254710,r984906
r254717,r238882
r254729,r220851
r254737,r291312
r254737,r320250
r254737,r379012
r254740,r916554
r254765,r321842
r254765,r546755
r254783,r322250
r254786,r847435
r254793,r849349
r254812,r240935
r254812,r301133
r254812,r366963
r254812,r442332
r254812,r455525
r254812,r776107
r254826,r583533
r254847,r973732
r254901,r380570
r255005,r270868
r255005,r397554
r255005,r553041
r255005,r586439
r255005,r899174
r255136,r767839
r255136,r789849
r255228,r392523
r255234,r322626
r255241,r854543
r255269,r917197
r255271,r624345
r255271,r944166
r255272,r763039
r255272,r810791
r255323,r294920
r255329,r564121
r255405,r452917
r255439,r431569
r255521,r261446
r255545,r742813
r255579,r775722
r255592,r629295
r255670,r747408
r255701,r365810
r255744,r406488
r255770,r705984
r255792,r212939
r255814,r517735
r255876,r669765
r256019,r225255
r256084,r397554
r256084,r407756
r256084,r588515
r256084,r679347
r256121,r957647
r256138,r115237
r256138,r319447
r256173,r203008
r256173,r246751
r256224,r271396
r256225,r254356
r256309,r848004
r256343,r402369
r256368,r442748
r256369,r223599
r256369,r998192
r256412,r704600
r256468,r802503
r256484,r594900
r256567,r925087
r256649,r286352
r256649,r422500
r256649,r478222
r256649,r601378
r256649,r910486
r256649,r943589
r256662,r378316
r256767,r572868
r256767,r774754
r256767,r878446
r256779,r682308
r256820,r753511
r256831,r263532
r256831,r700244
r256844,r683258
r256881,r135672
r256884,r938526
r256902,r258808
r256902,r373824
r256903,r621002
r256904,r359688
r256957,r589682
r257033,r243350
r257055,r557351
r257055,r805469
r257083,r258057
r257101,r269400
r257230,r117522
r257233,r194083
r257266,r470642
r257281,r659236
r257307,r502206
r257326,r106877
r257326,r585242
r257326,r916793
r257346,r173245
r257359,r731230
r257376,r512113
r257469,r887652
r257563,r929734
r257576,r120172
r257576,r229169
r257576,r510580
r257656,r708364
r257715,r623609
r257722,r918918
r257736,r167704
r257753,r408310
r257753,r673594
r257789,r353154
r257834,r345093
r257901,r703041
r257984,r322599
r257984,r546217
r257984,r569812
r257984,r584459
r257993,r920116
r257996,r731651
r258084,r728599
r258150,r734600
r258173,r159613
r258177,r786584
r258216,r528759
r258216,r678974
r258228,r688656
r258279,r947209
r258290,r484476
r258313,r114800
r258313,r441038
r258335,r878331
r258349,r760345
r258376,r421062
r258376,r513466
r258376,r889305
r258376,r968899
r258413,r148875
r258424,r754219
r258426,r825954
r258478,r981402
r258510,r688487
r258523,r568828
r258541,r321228
r258631,r623163
r258764,r529582
r258764,r697778
r258802,r871626
r258850,r162716
r258851,r304729
r258857,r374721
r258857,r383532
r258857,r390527
r258877,r969444
r258908,r742528
r258952,r360221
r258952,r455056
r259030,r444564
r259031,r835704
r259044,r136664
r259056,r743404
r259075,r385680
r259091,r659078
r259092,r120717
r259183,r258156
r259195,r785261
r259202,r111110
r259229,r978851
r259279,r232065
r259279,r669424
r259279,r795089
r259331,r318430
r259331,r842578
r259394,r157954
r259394,r415032
r259394,r854150
r259405,r263532
r259416,r685602
r259440,r496056
r259486,r187744
r259503,r692447
r259524,r407947
r259540,r454462
r259540,r484042
r259540,r501642
r259540,r607756
r259540,r653254
r259540,r707096
r259540,r970918
r259544,r593141
r259589,r423725
r259592,r123451
r259619,r356547
r259619,r788982
r259645,r910649
r259650,r210430
r259668,r379849
r259668,r532498
r259679,r830649
r259719,r521168
r259719,r674808
r259719,r989279
r259838,r180007
r259838,r594281
r259841,r175054
r259841,r178857
r259841,r291478
r259841,r314055
r259841,r317571
r259841,r326287
r259841,r331126
r259841,r461776
r259841,r542378
r259841,r588566
r259841,r598047
r259841,r624248
r259841,r658245
r259841,r715538
r259841,r753690
r259841,r934553
r259841,r937073
r259938,r586181
r259948,r388329
r259978,r254081
r259978,r730656
r260040,r145338
r260040,r303357
r260040,r398966
r260040,r639598
r260060,r580455
r260060,r939656
r260063,r296037
r260121,r182283
r260121,r345149
r260121,r477855
r260121,r553774
r260121,r562305
r260121,r646740
r260121,r775861
r260166,r116014
r260179,r684253
r260208,r142776
r260208,r841767
r260215,r383366
r260271,r138933
r260271,r902296
r260280,r767159
r260281,r592343
r260289,r766604
r260306,r364468
r260338,r518864
r260338,r685877
r260338,r806321
r260338,r858756
r260341,r316185
r260383,r991424
r260500,r192274
r260500,r619008
r260546,r125582
r260546,r495177
r260551,r436802
r260551,r614038
r260559,r769445
r260567,r823672
r260571,r588080
r260624,r859190
r260715,r519602
r260794,r784684
r260861,r136756
r260880,r511436
r260891,r766685
r260891,r982781
r260894,r644012
r260896,r376646
r260896,r476502
r260963,r118660
r260963,r261307
r260963,r462576
r260963,r556196
r260963,r608136
r260963,r614953
r260963,r631139
r260963,r913538
r260971,r110456
r260971,r201126
r260992,r437775
r261007,r105846
r261007,r476711
r261007,r482004
r261007,r556324
r261057,r716613
r261057,r987238
r261071,r713043
r261085,r182331
r261085,r776627
r261085,r989468
r261090,r269974
r261090,r280021
r261090,r345526
r261090,r568828
r261090,r720123
r261122,r435390
r261160,r764337
r261249,r408346
r261284,r433167
r261285,r695836
r261296,r707313
r261309,r385988
r261309,r718827
r261309,r927926
r261311,r379927
r261395,r612141
r261402,r999254
r261454,r834569
r261534,r531855
r261540,r670003
r261544,r236166
r261545,r958250
r261555,r572278
r261555,r583087
r261604,r679851
r261628,r636700
r261632,r271396
r261632,r293290
r261682,r436794
r261682,r751633
r261689,r187507
r261689,r810283
r261689,r841157
r261689,r931142
r261750,r186657
r261792,r503376
r261821,r399869
r261868,r608049
r261939,r430166
r261939,r525942
r261978,r568943
r261984,r553563
r262020,r666075
r262041,r184195
r262041,r507027
r262058,r232654
r262058,r495958
r262138,r766085
r262156,r538519
r262156,r719983
r262180,r553818
r262180,r669936
r262192,r322690
r262238,r994669
r262338,r272899
r262354,r722159
r262359,r199202
r262359,r302784
r262359,r737113
r262359,r824865
r262375,r220798
r262411,r564854
r262418,r879675
r262435,r874022
r262465,r293288
r262481,r440729
r262481,r887397
r262498,r414161
r262507,r292219
r262507,r564104
r262507,r840227
r262507,r901979
r262578,r867244
r262584,r545399
r262586,r244095
r262650,r784399
r262655,r209540
r262655,r922547
r262695,r794863
r262696,r565830
r262740,r387706
r262758,r569355
r262810,r200616
r262867,r141663
r262878,r533012
r262930,r723919
r262930,r774054
r262939,r622282
r263044,r514306
r263117,r890690
r263155,r487182
r263155,r774499
r263178,r223810
r263178,r366971
r263178,r928814
r263234,r664868
r263265,r160426
r263314,r247415
r263314,r606372
r263314,r967696
r263326,r949563
r263335,r854302
r263350,r884779
r263365,r493431
r263365,r633964
r263374,r882151
r263377,r874230
r263416,r510690
r263434,r739180
r263434,r787019
r263485,r737166
